,train_pbest,train_gbest,test_pbest
0,0.223780855,0.108223403,0.13443493
1,0.111519706,0.089450084,0.098641041
2,0.093950633,0.089450084,0.081779816
3,0.092121698,0.089450084,0.067838047
4,0.091151139,0.089450084,0.076467091
5,0.08624795,0.086210767,0.120341416
6,0.086594572,0.086210767,0.117230069
7,0.088616284,0.086210767,0.099014864
8,0.090550943,0.086210767,0.081418567
9,0.090864442,0.086210767,0.078701539
