,train_average,gbest,validate_average
0,0.19642418685821242,0.09024287833962889,0.09277865643439182
1,0.09563972713542265,0.09024287833962889,0.08677460451895515
2,0.0957491972641743,0.09024287833962889,0.07980542493895422
3,0.0963474607390746,0.09024287833962889,0.07440555508917686
4,0.09398608409593094,0.09024287833962889,0.09564300314954005
5,0.09174032285711127,0.09024287833962889,0.11582973669654999
6,0.09228152600242383,0.09024287833962889,0.11106218255851742
7,0.09336435829282114,0.09024287833962889,0.10111137752221332
8,0.09399086945946424,0.09024287833962889,0.09541824700222364
9,0.09411032180444666,0.09024287833962889,0.0945328129361432
