,train_average,gbest,validate_average
0,0.18144019097141292,0.09205336780232501,0.08046713893645763
1,0.09420479341954283,0.09087763529668245,0.08805664234660894
2,0.091403400911928,0.09087763529668245,0.0835842142487025
3,0.09267482744702836,0.09087763529668245,0.07202455164391099
4,0.09045744351830139,0.09045381916505917,0.0921512627418295
5,0.08740135018272278,0.08739926069092092,0.11968239309609653
6,0.08872703700212355,0.08739926069092092,0.10784686462309473
7,0.08934762388647302,0.08739926069092092,0.1020591126053888
8,0.09182580285165597,0.08739926069092092,0.07968920727021955
9,0.09167235655036662,0.08739926069092092,0.0813844686112848
